"gr_low","gr_high","rpm","power_a"
1.58,1.95,500,0.09
1.58,1.95,575,0.11
1.58,1.95,600,0.11
1.58,1.95,690,0.13
1.58,1.95,700,0.13
1.58,1.95,725,0.14
1.58,1.95,800,0.17
1.58,1.95,870,0.16
1.58,1.95,900,0.19
1.58,1.95,950,0.18
1.58,1.95,1000,0.21
1.58,1.95,1100,0.23
1.58,1.95,1160,0.22
1.58,1.95,1200,0.25
1.58,1.95,1300,0.27
1.58,1.95,1400,0.29
1.58,1.95,1425,0.27
1.58,1.95,1500,0.31
1.58,1.95,1600,0.33
1.58,1.95,1700,0.35
1.58,1.95,1750,0.33
1.58,1.95,1800,0.37
1.58,1.95,1900,0.39
1.58,1.95,2000,0.41
1.58,1.95,2100,0.43
1.58,1.95,2200,0.45
1.58,1.95,2300,0.47
1.58,1.95,2400,0.5
1.58,1.95,2500,0.52
1.58,1.95,2600,0.54
1.58,1.95,2700,0.56
1.58,1.95,2800,0.58
1.58,1.95,2850,0.54
1.58,1.95,2900,0.6
1.58,1.95,3000,0.62
1.58,1.95,3100,0.64
1.58,1.95,3200,0.66
1.58,1.95,3300,0.68
1.58,1.95,3400,0.7
1.58,1.95,3450,0.65
1.58,1.95,3500,0.72
1.58,1.95,3600,0.74
1.58,1.95,3700,0.76
1.58,1.95,3800,0.78
1.58,1.95,3900,0.81
1.58,1.95,4000,0.83
1.58,1.95,4100,0.85
1.58,1.95,4200,0.87
1.58,1.95,4300,0.89
1.58,1.95,4400,0.91
1.58,1.95,4500,0.93
1.58,1.95,4600,0.95
1.58,1.95,4700,0.97
1.58,1.95,4800,0.99
1.58,1.95,4900,1.01
1.58,1.95,5000,1.03
1.95,3.38,100,0.02
1.95,3.38,200,0.04
1.95,3.38,300,0.06
1.95,3.38,400,0.08
1.95,3.38,500,0.1
1.95,3.38,575,0.12
1.95,3.38,600,0.12
1.95,3.38,690,0.14
1.95,3.38,700,0.14
1.95,3.38,725,0.15
1.95,3.38,800,0.17
1.95,3.38,870,0.18
1.95,3.38,900,0.19
1.95,3.38,950,0.2
1.95,3.38,1000,0.21
1.95,3.38,1100,0.23
1.95,3.38,1160,0.24
1.95,3.38,1200,0.25
1.95,3.38,1300,0.27
1.95,3.38,1400,0.29
1.95,3.38,1425,0.29
1.95,3.38,1500,0.31
1.95,3.38,1600,0.33
1.95,3.38,1700,0.35
1.95,3.38,1750,0.36
1.95,3.38,1800,0.37
1.95,3.38,1900,0.39
1.95,3.38,2000,0.41
1.95,3.38,2100,0.43
1.95,3.38,2200,0.45
1.95,3.38,2300,0.47
1.95,3.38,2400,0.5
1.95,3.38,2500,0.52
1.95,3.38,2600,0.54
1.95,3.38,2700,0.56
1.95,3.38,2800,0.58
1.95,3.38,2850,0.59
1.95,3.38,2900,0.6
1.95,3.38,3000,0.62
1.95,3.38,3100,0.64
1.95,3.38,3200,0.66
1.95,3.38,3300,0.68
1.95,3.38,3400,0.7
1.95,3.38,3450,0.71
1.95,3.38,3500,0.72
1.95,3.38,3600,0.74
1.95,3.38,3700,0.76
1.95,3.38,3800,0.78
1.95,3.38,3900,0.81
1.95,3.38,4000,0.83
1.95,3.38,4100,0.85
1.95,3.38,4200,0.87
1.95,3.38,4300,0.89
1.95,3.38,4400,0.91
1.95,3.38,4500,0.93
1.95,3.38,4600,0.95
1.95,3.38,4700,0.97
1.95,3.38,4800,0.99
1.95,3.38,4900,1.01
1.95,3.38,5000,1.03
3.38,10,100,0.02
3.38,10,200,0.04
3.38,10,300,0.07
3.38,10,400,0.09
3.38,10,500,0.11
3.38,10,575,0.13
3.38,10,600,0.13
3.38,10,690,0.15
3.38,10,700,0.15
3.38,10,725,0.16
3.38,10,800,0.17
3.38,10,870,0.19
3.38,10,900,0.2
3.38,10,950,0.21
3.38,10,1000,0.22
3.38,10,1100,0.24
3.38,10,1160,0.25
3.38,10,1200,0.26
3.38,10,1300,0.28
3.38,10,1400,0.31
3.38,10,1425,0.31
3.38,10,1500,0.33
3.38,10,1600,0.35
3.38,10,1700,0.37
3.38,10,1750,0.38
3.38,10,1800,0.39
3.38,10,1900,0.42
3.38,10,2000,0.44
3.38,10,2100,0.46
3.38,10,2200,0.48
3.38,10,2300,0.5
3.38,10,2400,0.52
3.38,10,2500,0.55
3.38,10,2600,0.57
3.38,10,2700,0.59
3.38,10,2800,0.61
3.38,10,2850,0.62
3.38,10,2900,0.63
3.38,10,3000,0.66
3.38,10,3100,0.68
3.38,10,3200,0.7
3.38,10,3300,0.72
3.38,10,3400,0.74
3.38,10,3450,0.75
3.38,10,3500,0.77
3.38,10,3600,0.79
3.38,10,3700,0.81
3.38,10,3800,0.83
3.38,10,3900,0.85
3.38,10,4000,0.87
3.38,10,4100,0.9
3.38,10,4200,0.92
3.38,10,4300,0.94
3.38,10,4400,0.96
3.38,10,4500,0.98
3.38,10,4600,1.01
3.38,10,4700,1.03
3.38,10,4800,1.05
3.38,10,4900,1.07
3.38,10,5000,1.09
